# addr	mode	name  (STT_FUNC from a byte-matching decomp ELF; blank name = let the finder synthesise one)
0x08060FC4	thumb	ClearModM
0x08060FE4	thumb	m4aMPlayModDepthSet
0x08061058	thumb	m4aMPlayLFOSpeedSet
0x080610CC	thumb	ply_memacc
0x08061224	thumb	ply_xcmd
0x08061244	thumb	ply_xxx
0x08061258	thumb	ply_xwave
0x080612A0	thumb	ply_xtype
0x080612B4	thumb	ply_xatta
0x080612C8	thumb	ply_xdeca
0x080612DC	thumb	ply_xsust
0x080612F0	thumb	ply_xrele
0x08061304	thumb	ply_xiecv
0x08061310	thumb	ply_xiecl
0x0806131C	thumb	ply_xleng
0x08061330	thumb	ply_xswee
0x08061344	thumb	DummyFunc
0x08061348	thumb	ArcTan2
0x0806134C	thumb	CpuFastSet
0x08061350	thumb	CpuSet
0x08061354	thumb	Div
0x08061358	thumb	DivRem
0x08061360	thumb	LZ77UnCompVram
0x08061364	thumb	LZ77UnCompWram
0x08061368	thumb	MultiBoot
0x08061370	thumb	SoftReset
0x08061388	thumb	VBlankIntrWait
0x08061390	thumb	ReadFlashId
0x08061428	thumb	IdentifyFlash
0x080614BC	thumb	FlashTimerIntr
0x080614E0	thumb	SetFlashTimerIntr
0x08061518	thumb	StartFlashTimer
0x08061590	thumb	StopFlashTimer
0x080615D4	thumb	ReadFlash1
0x080615D8	thumb	SetReadFlash1
0x08061610	thumb	PollingSR_COMMON
0x0806169C	thumb	ReadFlash_Core
0x080616C0	thumb	ReadFlash
0x0806173C	thumb	VerifyFlashSector_Core
0x08061780	thumb	VerifyFlashSector
0x080617F4	thumb	ProgramFlashSectorAndVerify
0x08061838	thumb	EraseFlashChip_LE
0x080618AC	thumb	EraseFlashSector_LE
0x08061948	thumb	ProgramFlashByte_LE
0x08061980	thumb	ProgramFlashSector_LE
0x08061AA4	thumb	VerifyFlashCoreFF
0x08061AC8	thumb	VerifyFlashErase
0x08061AE0	thumb	ProgramFlashSector_MX
0x08061B84	thumb	EraseFlashChip_AT
0x08061BF4	thumb	EraseFlashSector_AT
0x08061C78	thumb	EraseFlash4KB_AT
0x08061D04	thumb	ProgramFlashSector_AT
0x08061D7C	thumb	ProgramFlash4KB_AT
0x08061E40	thumb	__ashldi3
0x08061E74	thumb	_call_via_r0
0x08061E78	thumb	_call_via_r1
0x08061E7C	thumb	_call_via_r2
0x08061E80	thumb	_call_via_r3
0x08061E84	thumb	_call_via_r4
0x08061E88	thumb	_call_via_r5
0x08061E8C	thumb	_call_via_r6
0x08061E90	thumb	_call_via_r7
0x08061E94	thumb	_call_via_r8
0x08061E98	thumb	_call_via_r9
0x08061E9C	thumb	_call_via_sl
0x08061EA0	thumb	_call_via_fp
0x08061EA4	thumb	_call_via_ip
0x08061EA8	thumb	_call_via_sp
0x08061EAC	thumb	_call_via_lr
0x08061EB0	thumb	__divsi3
0x08061F44	thumb	__div0
0x08061F48	thumb	__lshrdi3
0x08061F7C	thumb	__modsi3
0x0806204C	thumb	__muldi3
0x080620BC	thumb	__udivdi3
0x08062494	thumb	__udivsi3
0x0806250C	thumb	__umodsi3
0x080625CC	thumb	dummyHandler
0x080625D0	thumb	irq_init
0x0806260C	thumb	irq_setHandler
0x0806261C	thumb	irq_updateMask
0x08062690	thumb	dma_copy16
0x080626C4	thumb	dma_setupChannel
0x080626F4	thumb	dma_80626F4
0x08062730	thumb	dma_8062730
0x08062740	thumb	dma_8062740
